class_label,recall,precision,auc
negative,0.8908554572271387,0.7717206132879046,0.8874141618868034
negative,0.8898721730580138,0.7715260017050298,0.8874141618868034
negative,0.8888888888888888,0.7713310580204779,0.8874141618868034
negative,0.8888888888888888,0.7719897523484202,0.8874141618868034
negative,0.887905604719764,0.7717948717948718,0.8874141618868034
negative,0.887905604719764,0.7724550898203593,0.8874141618868034
negative,0.8869223205506391,0.7722602739726028,0.8874141618868034
negative,0.8859390363815143,0.7720651242502142,0.8874141618868034
negative,0.8859390363815143,0.7727272727272727,0.8874141618868034
negative,0.8859390363815143,0.7733905579399142,0.8874141618868034
negative,0.8849557522123894,0.7731958762886598,0.8874141618868034
negative,0.8849557522123894,0.7738607050730868,0.8874141618868034
negative,0.8849557522123894,0.774526678141136,0.8874141618868034
negative,0.8839724680432645,0.7743324720068906,0.8874141618868034
negative,0.8829891838741396,0.7741379310344828,0.8874141618868034
negative,0.8820058997050148,0.7739430543572045,0.8874141618868034
negative,0.8820058997050148,0.7746113989637305,0.8874141618868034
negative,0.8820058997050148,0.7752808988764045,0.8874141618868034
negative,0.8810226155358899,0.7750865051903114,0.8874141618868034
negative,0.880039331366765,0.7748917748917749,0.8874141618868034
negative,0.8790560471976401,0.7746967071057193,0.8874141618868034
negative,0.8790560471976401,0.7753686036426712,0.8874141618868034
negative,0.8780727630285152,0.7751736111111112,0.8874141618868034
negative,0.8780727630285152,0.7758470894874022,0.8874141618868034
negative,0.8770894788593904,0.7756521739130435,0.8874141618868034
negative,0.8761061946902655,0.7754569190600522,0.8874141618868034
negative,0.8751229105211407,0.7752613240418118,0.8874141618868034
negative,0.8741396263520157,0.7750653879686138,0.8874141618868034
negative,0.8741396263520157,0.7757417102966842,0.8874141618868034
negative,0.8741396263520157,0.7764192139737991,0.8874141618868034
negative,0.8731563421828908,0.7762237762237763,0.8874141618868034
negative,0.872173058013766,0.7760279965004374,0.8874141618868034
negative,0.872173058013766,0.776707530647986,0.8874141618868034
negative,0.8711897738446411,0.7765118317265557,0.8874141618868034
negative,0.8711897738446411,0.7771929824561403,0.8874141618868034
negative,0.8711897738446411,0.7778753292361721,0.8874141618868034
negative,0.8702064896755162,0.7776801405975395,0.8874141618868034
negative,0.8692232055063913,0.7774846086191732,0.8874141618868034
negative,0.8682399213372665,0.7772887323943662,0.8874141618868034
negative,0.8682399213372665,0.7779735682819383,0.8874141618868034
negative,0.8672566371681416,0.7777777777777778,0.8874141618868034
negative,0.8662733529990168,0.7775816416593115,0.8874141618868034
negative,0.8652900688298918,0.7773851590106007,0.8874141618868034
negative,0.8652900688298918,0.7780725022104332,0.8874141618868034
negative,0.8643067846607669,0.7778761061946903,0.8874141618868034
negative,0.8633235004916421,0.7776793622674933,0.8874141618868034
negative,0.8623402163225172,0.7774822695035462,0.8874141618868034
negative,0.8623402163225172,0.7781721384205856,0.8874141618868034
negative,0.8623402163225172,0.7788632326820604,0.8874141618868034
